district,hour,demand,supply,weather_score,event_score,historical_congestion,pool_acceptance,pickup_flexibility,fare_sensitivity,risk_score
D8,11,38,58,0.77,0.86,0.07,0.99,0.13,0.48,0.13
D1,13,70,47,0.6,0.46,0.1,0.4,0.46,0.94,0.28
D5,15,77,73,0.93,0.83,0.55,0.11,0.95,0.68,0.29
D7,21,35,94,0.4,0.42,0.33,0.82,0.77,0.89,0.13
D12,17,241,51,0.32,0.25,0.22,0.21,0.12,0.19,0.88
D4,20,75,108,0.89,0.98,0.47,0.71,0.5,0.3,0.21
D4,21,47,94,0.05,0.3,0.67,0.18,0.92,0.1,0.21
D4,20,24,51,0.14,0.32,0.38,0.02,0.44,0.3,0.15
D12,11,119,42,0.08,0.99,0.8,0.16,0.84,0.97,0.65
D6,17,194,65,0.84,0.13,0.74,0.38,0.5,0.96,0.67
D7,6,105,93,0.01,0.76,0.73,0.11,0.11,0.76,0.34
D2,19,161,65,0.86,0.94,0.99,0.2,0.15,0.52,0.62
D5,23,70,108,0.45,0.51,0.3,0.76,0.05,0.78,0.17
D4,22,77,75,0.0,0.0,0.64,0.77,0.2,0.55,0.3
D3,6,71,92,0.4,0.38,0.86,0.82,0.89,0.0,0.3
D7,8,205,109,0.19,0.11,0.58,0.84,0.65,0.5,0.45
D11,0,84,110,0.62,0.42,0.79,0.42,0.74,0.6,0.28
D12,5,74,86,0.68,0.79,0.41,0.87,0.62,0.27,0.23
D6,5,111,100,0.49,0.44,0.59,0.53,0.39,0.2,0.31
D7,21,92,115,0.04,0.43,0.06,0.47,0.22,0.27,0.16
D5,11,45,41,0.66,0.56,0.99,0.72,0.93,0.62,0.38
D6,21,90,75,0.84,0.58,0.8,0.21,0.51,0.15,0.36
D5,11,66,108,0.72,0.86,0.87,0.79,0.48,0.72,0.27
D7,9,167,70,0.83,0.31,0.69,0.43,1.0,0.42,0.55
D2,22,33,31,0.2,0.82,0.19,0.13,0.38,0.35,0.22
D11,5,91,99,0.89,0.57,0.03,0.12,0.85,0.81,0.17
D5,16,52,35,0.32,0.3,0.86,0.16,0.86,0.51,0.42
D6,18,245,75,0.01,0.3,0.4,0.89,0.23,0.38,0.66
D6,17,232,90,0.84,0.36,0.26,0.99,0.09,0.88,0.51
D5,5,56,43,0.94,0.62,0.56,0.36,0.98,0.37,0.33
D10,23,56,37,0.66,0.23,0.42,0.29,0.43,0.86,0.34
D7,18,232,62,0.23,0.92,0.65,0.22,0.0,0.5,0.79
D10,9,142,89,0.25,0.57,0.48,0.82,0.5,0.21,0.37
D8,23,111,87,0.47,0.92,0.7,0.21,0.62,0.61,0.36
D7,7,147,106,0.9,0.05,0.85,0.92,0.78,0.29,0.4
D5,20,102,67,0.15,0.34,0.2,0.67,0.94,0.15,0.31
D1,23,51,115,0.83,0.02,0.33,0.9,0.92,0.09,0.14
D5,5,85,106,0.29,0.27,0.44,0.55,0.94,0.24,0.22
D10,20,106,54,0.81,0.86,0.96,0.69,0.03,0.74,0.53
D2,6,111,87,0.92,0.04,0.37,0.62,0.71,0.84,0.3
D5,23,94,62,0.43,0.44,0.38,0.83,0.23,0.86,0.34
D5,0,107,95,0.37,0.12,0.65,0.84,0.19,0.27,0.32
D2,17,159,66,0.8,0.42,0.42,0.59,0.8,0.66,0.51
D5,23,53,115,0.53,0.84,0.95,0.63,0.42,0.23,0.26
D4,19,198,97,0.68,0.62,0.89,0.92,0.92,0.62,0.53
D1,11,59,80,0.62,0.74,0.51,0.93,0.04,0.89,0.23
D3,15,99,42,0.15,0.35,0.64,0.66,0.8,0.04,0.54
D1,9,219,80,0.84,0.94,0.06,0.01,0.14,0.99,0.5
D12,9,245,88,0.2,0.71,0.7,0.1,0.18,0.83,0.63
D11,13,82,77,0.93,0.42,0.71,0.86,0.48,0.76,0.32
D5,19,216,97,0.25,0.43,0.36,0.08,0.4,0.69,0.47
D4,9,190,61,0.73,0.92,0.22,0.21,0.49,0.77,0.6
D7,9,207,105,0.28,0.58,0.92,0.23,0.94,0.99,0.52
D5,10,37,56,0.32,0.71,0.43,0.6,0.66,0.77,0.2
D10,22,47,111,0.31,0.42,0.65,0.58,0.29,0.35,0.19
D4,1,99,81,0.75,0.22,0.03,0.29,0.17,0.61,0.23
D2,19,145,62,0.56,0.72,0.41,0.21,0.42,0.34,0.49
D4,7,187,78,0.88,0.61,0.82,0.76,0.45,0.97,0.58
D12,22,28,55,0.31,0.5,0.39,0.94,0.6,0.9,0.16
D2,6,47,106,0.69,0.62,0.6,0.05,0.27,0.57,0.19
D8,7,165,58,0.75,0.21,0.21,0.13,0.77,0.78,0.55
D3,0,66,107,0.15,0.79,0.42,0.64,0.1,0.91,0.19
D9,20,70,105,0.4,0.95,0.93,0.8,0.56,0.24,0.29
D4,1,76,61,0.48,0.89,0.57,0.79,0.62,0.58,0.33
D6,17,231,52,0.36,0.32,0.9,0.72,0.21,0.48,0.96
D10,14,76,83,0.32,0.41,0.9,0.89,0.83,0.77,0.33
D5,0,35,91,0.69,0.81,0.94,0.22,0.62,0.38,0.24
D10,4,103,125,0.22,0.6,0.9,0.11,0.65,0.71,0.31
D1,1,75,52,0.71,0.55,0.0,0.62,0.5,0.4,0.26
D9,19,146,65,0.94,0.93,0.93,0.82,0.91,0.11,0.57
D1,2,57,101,0.57,0.54,0.14,0.58,0.69,0.11,0.13
D8,18,212,79,0.61,0.51,0.04,0.96,0.38,0.12,0.49
D9,17,187,83,0.07,0.04,0.06,0.8,0.24,0.03,0.42
D9,21,97,51,0.86,0.07,0.35,0.7,0.07,0.53,0.4
D1,17,237,66,0.29,0.01,0.62,0.06,0.17,0.67,0.76
D2,13,34,77,0.62,0.91,0.4,0.11,0.99,0.13,0.15
D12,23,51,106,0.98,0.41,0.03,0.78,0.41,0.61,0.09
D1,7,214,98,0.6,0.47,0.48,0.2,0.9,0.6,0.48
D10,11,59,126,0.72,0.85,0.44,0.03,0.17,0.15,0.16
D2,20,76,87,0.45,0.61,0.76,0.91,0.43,0.4,0.3
D10,9,220,84,0.06,0.61,0.28,0.89,0.96,0.76,0.52
D12,22,35,57,0.8,0.3,0.22,0.22,0.09,0.02,0.15
D8,19,227,96,0.03,0.83,0.26,0.78,0.59,0.15,0.47
D5,16,20,70,0.7,0.17,0.3,0.05,0.92,1.0,0.11
D12,10,67,60,0.02,0.05,0.6,0.29,0.95,0.73,0.31
D11,1,55,62,0.86,0.19,0.47,0.62,0.85,0.46,0.24
D7,3,52,111,0.16,0.27,0.34,0.76,0.86,0.63,0.15
D2,0,42,89,0.51,0.28,0.37,0.01,0.65,0.85,0.15
D8,14,106,108,0.6,0.67,0.37,0.33,0.22,0.84,0.24
D11,12,109,59,0.46,0.22,0.97,0.21,0.73,0.32,0.51
D6,7,218,94,0.34,0.68,0.23,1.0,0.98,0.49,0.46
D8,3,99,68,0.47,0.09,0.82,0.67,0.53,0.64,0.41
D1,9,241,94,0.31,0.15,0.71,0.41,0.26,0.07,0.59
D1,18,207,66,0.44,0.51,0.01,0.08,0.57,0.95,0.56
D12,17,141,78,0.36,0.92,0.99,0.6,0.69,0.43,0.51
D7,4,51,85,0.57,0.86,0.76,0.64,0.21,0.37,0.25
D8,18,153,101,0.24,0.97,0.68,0.82,0.72,0.91,0.4
D3,22,32,49,0.99,0.65,0.41,0.29,0.59,0.12,0.19
D5,21,98,85,0.5,0.68,0.56,0.98,0.61,0.04,0.31
D12,15,72,97,0.19,0.63,0.25,0.44,0.31,0.69,0.18
D1,0,73,63,0.48,0.62,0.04,0.3,0.16,0.39,0.22
D7,11,47,79,0.87,0.15,0.84,0.35,0.62,0.76,0.26
D5,23,21,123,0.02,0.54,0.9,0.52,0.59,0.07,0.19
D8,1,45,80,0.68,0.39,0.16,0.94,0.34,0.38,0.13
D8,20,66,55,0.55,0.44,0.79,0.74,0.3,0.24,0.36
D9,7,213,91,0.17,0.52,0.74,0.58,0.35,0.74,0.56
D7,17,221,105,0.82,0.13,0.18,0.16,0.49,0.23,0.41
D11,15,103,104,0.37,0.36,0.42,0.15,0.97,0.46,0.26
D1,4,93,90,0.29,0.06,0.42,0.5,0.76,0.82,0.26
D3,21,42,66,0.83,0.98,0.76,0.73,0.85,0.92,0.25
D8,12,60,81,0.64,0.12,0.84,0.75,0.51,0.72,0.29
D3,18,212,94,0.9,0.26,0.09,0.23,0.53,0.43,0.42
D8,2,101,78,0.63,0.89,0.56,0.1,0.2,0.57,0.33
D1,7,156,55,0.74,0.48,0.76,0.38,0.72,0.69,0.65
D5,11,93,95,0.84,0.14,0.79,0.92,0.42,0.87,0.32
D4,1,43,67,0.05,0.38,0.15,0.55,0.74,0.89,0.14
D5,10,47,57,0.78,0.12,0.53,0.32,0.41,0.93,0.24
D8,11,85,90,0.61,0.2,0.86,0.32,0.11,0.81,0.33
D10,17,175,54,0.07,0.05,0.32,0.13,0.17,0.15,0.64
D4,12,94,103,0.51,0.44,0.43,0.47,0.81,0.75,0.24
D11,4,62,88,0.08,0.81,0.8,0.79,0.26,0.81,0.27
D4,21,21,44,0.74,0.59,0.09,0.97,0.26,0.88,0.1
D3,11,56,100,0.55,0.61,0.86,0.5,0.93,0.92,0.26
D7,1,39,127,0.95,0.2,0.31,0.17,0.66,0.51,0.11
D3,4,54,63,0.18,0.34,0.0,0.68,0.11,0.66,0.15
D12,6,105,60,0.61,0.85,0.23,0.76,0.14,0.01,0.36
D3,23,106,48,0.21,0.09,0.09,0.07,0.27,0.57,0.41
D11,11,87,53,0.61,0.86,0.09,0.85,0.59,0.47,0.31
D10,15,103,68,0.72,0.48,0.69,0.83,0.75,0.96,0.4
D5,22,111,83,0.72,0.84,0.21,0.47,0.27,0.9,0.28
D5,7,168,66,0.82,0.32,0.93,0.56,0.87,0.8,0.63
D6,8,148,103,0.85,0.34,0.52,0.71,0.11,0.06,0.35
D8,14,67,64,0.08,0.75,0.46,0.68,0.21,0.4,0.27
D10,4,51,76,0.34,0.78,0.43,0.02,0.97,0.7,0.2
D6,12,66,93,0.69,0.23,0.69,0.12,0.13,0.03,0.25
D12,4,65,64,0.5,0.97,0.45,0.16,0.89,0.24,0.26
D1,10,113,46,0.19,0.08,0.13,0.76,0.7,0.89,0.46
D8,9,171,96,0.55,0.07,0.88,0.44,0.07,0.13,0.48
D8,19,158,55,0.41,0.6,0.43,0.55,0.48,0.05,0.59
D9,12,36,110,0.39,0.72,0.07,0.77,0.52,0.58,0.07
D9,8,143,73,0.81,0.96,0.53,0.34,0.93,0.95,0.45
D2,20,76,79,0.41,0.4,0.65,0.75,0.42,0.83,0.29
D2,13,76,90,0.03,0.03,0.28,0.44,0.45,0.97,0.2
D3,17,233,88,0.06,0.6,0.8,0.38,0.11,0.75,0.62
D1,14,74,125,0.86,0.29,0.67,0.33,0.64,0.44,0.23
D4,9,165,99,0.96,0.43,0.65,0.96,0.21,0.95,0.42
D4,23,56,43,0.69,0.49,0.42,0.77,0.08,0.43,0.31
D9,6,46,112,0.36,0.06,0.96,0.02,1.0,0.35,0.25
D9,7,160,95,0.94,0.49,0.27,0.96,0.27,0.45,0.35
D9,2,92,110,0.66,0.43,0.58,0.78,0.14,0.81,0.26
D10,14,102,73,0.84,0.71,0.31,0.15,0.7,0.92,0.31
D7,15,87,77,0.77,0.65,0.74,0.08,0.82,0.36,0.34
D2,3,76,104,0.38,0.19,0.05,0.31,0.06,0.46,0.14
D10,20,41,33,0.48,0.21,0.05,0.62,0.11,0.9,0.23
D5,5,100,101,0.19,0.25,0.81,0.62,0.09,0.05,0.33
D4,0,65,88,0.29,0.18,0.43,0.28,0.05,0.78,0.21
D12,3,53,40,0.78,0.66,0.34,0.45,0.66,0.45,0.3
D11,10,50,40,0.89,0.99,0.61,0.21,0.59,0.38,0.33
D8,11,75,67,0.72,0.65,0.7,0.05,0.66,0.45,0.33
D2,4,40,123,0.47,0.61,0.2,0.52,0.51,0.42,0.1
D6,22,29,55,0.09,0.41,0.19,0.35,0.82,0.76,0.13
D5,20,110,37,0.06,0.31,0.96,0.54,0.55,0.93,0.7
D12,15,27,89,0.37,0.91,0.59,0.95,0.92,0.49,0.16
D2,12,91,63,0.46,0.97,0.39,0.14,0.49,0.83,0.33
D11,12,35,42,0.61,0.5,0.8,0.0,0.79,0.73,0.29
D10,16,106,105,0.01,0.29,0.53,0.08,0.41,0.33,0.28
D1,6,110,51,0.99,0.77,0.24,0.46,0.44,0.59,0.43
D8,7,225,106,0.36,0.13,0.21,0.71,0.85,0.67,0.42
D2,12,46,93,0.85,0.77,0.4,0.58,0.11,0.02,0.16
D7,22,21,126,0.53,0.82,0.86,0.49,0.56,0.4,0.19
D9,15,45,121,0.13,0.12,0.06,0.35,0.73,0.99,0.08
D9,3,102,98,0.8,0.98,0.22,0.31,0.75,0.64,0.23
D8,7,226,69,0.71,0.99,0.89,0.38,0.59,0.33,0.75
D11,15,49,37,0.53,0.94,0.12,0.61,0.45,0.25,0.26
D12,20,57,90,0.51,0.5,0.63,0.17,0.26,0.21,0.23
D10,9,210,93,0.09,0.25,0.21,0.77,0.91,0.4,0.45
D9,11,84,96,0.66,0.58,0.61,0.58,0.37,0.19,0.27
D2,11,65,119,0.91,0.42,0.38,0.27,0.8,0.14,0.17
D6,4,114,101,0.09,0.21,0.1,0.5,0.03,0.36,0.22
D4,15,62,88,0.26,0.42,0.58,0.96,0.23,0.61,0.23
D4,0,65,101,0.9,0.66,0.68,0.02,0.35,0.15,0.24
D5,8,164,88,0.28,0.07,0.68,0.2,0.67,0.04,0.46
D12,11,111,80,0.65,0.33,0.64,0.45,0.32,0.03,0.37
D3,4,23,109,0.53,0.02,0.5,0.64,0.04,0.27,0.13
D1,21,96,113,0.6,0.75,0.52,0.21,0.17,0.19,0.25
D8,19,180,54,0.42,0.64,0.64,0.93,0.26,0.54,0.71
D5,21,74,49,0.3,0.06,0.69,0.64,0.18,0.46,0.4
D3,23,43,65,0.05,0.96,0.65,0.88,0.2,0.32,0.24
D10,2,53,83,0.74,0.02,0.59,0.33,0.77,0.83,0.22
D7,4,53,112,0.75,0.59,0.16,0.83,0.41,0.5,0.11
D7,1,36,34,0.67,0.78,0.21,0.38,0.41,0.09,0.23
D1,13,108,47,0.64,0.79,0.26,0.25,0.97,0.3,0.46
D12,1,74,82,0.24,0.03,0.92,0.91,0.45,0.97,0.33
D9,12,69,101,0.02,0.91,0.76,0.09,0.93,0.98,0.26
D2,6,110,108,0.81,0.92,0.55,0.94,0.3,0.25,0.28
D5,9,174,62,0.49,0.56,0.25,0.46,0.4,0.17,0.55
D5,12,35,115,0.31,0.48,0.11,0.99,0.4,0.5,0.07
D8,15,103,42,0.1,0.04,0.9,0.54,0.55,0.48,0.6
D8,13,39,95,0.06,0.56,0.89,0.76,0.58,0.41,0.24
D7,10,118,76,0.35,0.41,0.11,0.01,0.25,0.53,0.3
D7,9,248,68,0.8,0.77,0.8,0.5,0.79,0.23,0.8
D12,5,64,66,0.92,0.4,0.45,0.74,0.5,0.11,0.26
D11,3,73,35,0.9,0.68,0.32,0.78,0.01,0.57,0.43
D6,20,33,33,0.92,0.1,0.74,0.16,0.59,0.93,0.31
D6,0,105,84,0.91,0.13,0.61,0.42,0.8,0.14,0.34
D11,6,119,63,0.53,0.14,0.78,0.42,0.25,0.7,0.48
D9,23,46,36,0.22,0.05,0.07,0.1,0.04,0.44,0.24
D6,8,132,96,0.8,0.54,0.32,0.44,0.81,0.29,0.31
D12,7,226,51,0.21,0.79,0.32,0.81,0.98,0.85,0.85
D2,4,99,54,0.27,0.61,0.33,0.3,0.08,0.46,0.39
D2,18,189,64,0.23,0.57,0.5,0.43,0.94,0.58,0.62
D5,9,153,64,0.51,0.68,0.28,0.96,0.36,0.44,0.48
D4,10,114,43,0.32,0.34,0.44,0.03,0.94,0.08,0.55
D11,14,73,107,0.15,0.36,0.37,0.59,0.65,0.59,0.19
D2,5,25,107,0.45,0.31,0.74,0.74,0.89,0.42,0.18
D3,14,100,47,0.87,0.71,0.6,0.76,0.79,0.09,0.49
D7,4,39,91,0.57,0.16,0.65,0.72,0.03,0.6,0.2
D8,18,210,65,0.88,0.01,0.21,0.73,0.07,0.01,0.62
D12,21,59,68,0.2,0.6,0.33,0.06,0.53,0.21,0.22
D6,18,181,81,0.17,0.94,0.02,0.53,0.13,0.78,0.41
D11,9,237,58,0.58,0.61,0.11,0.78,0.46,0.04,0.75
D5,11,46,81,0.46,0.78,0.27,0.09,0.95,0.65,0.15
D1,21,116,92,0.66,0.67,0.07,0.01,0.29,0.95,0.24
D8,3,93,92,0.79,0.5,0.6,0.81,0.49,0.17,0.29
D3,17,146,98,0.75,0.72,1.0,0.71,0.38,0.42,0.45
D6,15,68,129,0.94,0.82,0.1,0.41,0.63,0.58,0.11
D3,7,210,67,0.4,0.22,0.82,0.94,0.19,0.45,0.71
D7,3,42,127,0.21,0.34,0.12,0.77,0.26,0.62,0.08
D7,22,91,42,0.55,0.22,0.67,0.97,0.86,0.4,0.51
D12,11,42,86,0.11,0.45,0.64,0.93,0.81,0.15,0.2
D9,1,81,83,0.29,0.89,0.9,0.48,0.79,0.09,0.34
D5,3,39,115,0.21,0.35,0.11,0.75,0.77,0.74,0.08
D8,4,71,52,0.4,0.37,0.32,0.67,0.46,0.24,0.3
D10,2,54,96,0.11,0.86,0.09,0.81,0.73,0.85,0.12
D10,8,163,82,0.03,0.52,0.41,0.79,0.39,0.74,0.43
D8,20,65,110,0.66,0.54,0.91,0.15,0.1,0.05,0.27
D1,17,174,68,0.61,0.86,0.78,0.23,0.39,0.2,0.6
D12,10,113,116,0.71,0.49,0.72,0.27,0.16,0.29,0.31
D5,2,34,107,0.66,0.68,0.53,0.82,0.39,0.59,0.15
D3,22,85,68,0.11,0.09,0.88,0.81,0.3,0.81,0.38
D1,1,37,99,0.29,0.18,0.45,0.5,0.6,0.06,0.15
D4,8,188,81,0.13,0.4,0.15,0.58,0.36,0.25,0.44
D8,13,40,69,0.84,0.49,0.84,0.83,0.71,0.38,0.26
D3,3,111,56,0.75,0.97,0.28,0.31,0.51,0.18,0.41
D10,8,131,82,0.2,0.97,0.05,0.05,0.92,0.55,0.3
D2,12,99,68,0.34,0.85,0.13,0.48,0.09,0.48,0.28
D11,17,215,105,0.97,0.32,0.61,0.91,0.69,0.32,0.48
D9,14,32,85,0.59,0.96,0.61,0.79,0.67,0.52,0.18
D10,9,195,63,0.8,0.69,0.26,0.37,0.95,0.36,0.6
D5,15,75,57,0.26,0.39,0.73,0.06,0.37,0.34,0.37
D7,11,83,100,0.21,0.7,0.77,0.64,0.31,0.27,0.29
D11,19,211,105,0.78,0.02,0.92,0.83,0.17,0.54,0.53
D11,4,60,129,0.69,0.15,0.58,0.66,0.27,0.44,0.19
D2,1,60,129,0.68,0.83,0.78,0.43,0.5,0.2,0.23
D9,9,237,53,0.55,0.65,0.75,0.12,0.84,0.01,0.94
D9,0,76,59,0.56,0.36,0.26,0.91,0.28,0.15,0.28
D4,6,107,113,0.74,0.5,0.31,0.28,0.16,0.04,0.23
D4,16,65,85,0.27,0.91,0.48,0.22,0.27,0.43,0.23
D6,15,50,117,0.35,0.63,0.02,0.82,0.1,0.23,0.08
D10,23,26,119,0.87,0.4,0.3,0.98,0.93,0.42,0.09
D10,2,96,83,0.31,0.12,0.47,0.66,0.87,0.33,0.29
D10,13,27,84,0.55,0.29,0.11,0.62,0.31,0.54,0.08
D6,9,198,93,0.7,0.98,0.13,0.32,0.25,0.72,0.41
D12,21,32,122,1.0,0.44,0.46,0.02,0.91,0.48,0.13
D1,6,39,107,0.44,0.47,0.73,0.19,0.0,0.06,0.2
D9,16,51,89,0.43,0.5,0.83,0.58,0.6,0.02,0.25
D2,5,69,56,0.84,0.88,0.55,0.15,0.92,0.21,0.32
D5,22,44,81,0.81,0.6,0.47,0.88,0.51,0.42,0.18
D9,21,87,50,0.73,0.69,0.38,0.19,0.0,0.04,0.38
D4,3,37,68,0.46,0.39,0.19,0.52,0.22,0.33,0.13
D11,16,34,82,0.32,0.03,0.15,0.51,0.92,0.89,0.1
D3,8,167,97,0.61,0.93,0.79,0.6,0.02,0.09,0.45
D7,3,71,117,0.88,0.95,0.47,0.33,0.39,0.95,0.2
D6,6,91,57,0.88,0.95,0.79,0.87,0.79,0.86,0.43
D8,22,104,45,0.11,0.94,0.7,0.44,0.84,0.83,0.54
D3,1,35,64,0.43,0.82,0.19,0.7,0.48,0.86,0.13
D5,16,36,102,0.46,0.68,0.51,0.64,0.23,0.08,0.16
D10,23,118,81,0.98,0.84,0.44,0.12,0.6,0.15,0.34
D4,7,222,88,0.68,0.6,0.42,0.62,0.26,0.13,0.53
D4,22,101,41,0.41,0.13,0.54,0.55,0.26,0.11,0.54
D4,14,102,77,0.03,0.39,0.98,0.9,0.81,0.33,0.42
D10,14,41,78,0.57,0.97,0.81,0.88,0.15,0.83,0.24
D8,7,181,64,0.1,0.35,0.9,0.15,0.01,0.25,0.67
D6,15,20,95,0.83,0.87,0.03,0.08,0.34,0.24,0.04
D3,18,193,57,0.75,0.09,0.14,0.29,0.49,0.68,0.63
D10,10,105,54,0.46,0.33,0.08,0.99,0.71,0.1,0.36
D5,1,85,102,0.43,0.35,0.26,0.02,0.78,0.36,0.2
D6,22,92,106,0.9,0.05,0.44,0.67,0.66,0.3,0.24
D5,23,89,123,0.29,0.12,0.64,0.61,0.63,0.85,0.25
D6,16,98,80,0.25,0.19,0.5,0.65,0.67,0.51,0.31
D8,15,72,44,0.94,0.84,0.9,0.22,0.27,0.65,0.46
D7,14,69,100,0.81,0.06,0.94,0.23,0.38,0.13,0.3
D5,12,94,67,0.82,0.3,0.16,0.43,0.62,0.93,0.28
D10,14,59,95,0.2,0.01,0.85,0.1,0.07,0.32,0.27
D6,3,58,103,0.14,0.7,0.48,0.07,0.3,0.71,0.19
D4,15,36,36,0.03,0.62,0.45,0.09,0.41,0.95,0.26
D12,11,58,97,0.24,0.64,0.78,0.57,0.53,0.51,0.25
D9,3,54,80,0.77,0.37,0.09,0.4,0.49,0.51,0.14
D4,2,66,65,0.24,0.21,0.88,0.29,0.72,0.12,0.34
D1,21,83,124,0.73,0.72,0.67,0.32,0.47,0.39,0.24
D7,16,108,42,0.25,0.81,0.88,0.21,0.9,0.85,0.62
D7,21,37,50,0.4,0.14,0.99,0.41,0.38,0.14,0.31
D4,17,241,50,0.98,0.49,0.52,0.2,0.53,0.92,0.96
D3,17,229,99,0.24,0.25,0.09,0.7,0.0,0.67,0.43
D8,22,27,77,0.38,0.17,0.17,0.12,0.31,0.42,0.09
D5,16,104,72,0.3,0.73,0.32,0.95,0.87,0.55,0.32
D10,11,72,114,0.11,0.54,0.1,0.09,0.33,0.15,0.13
D7,22,46,48,0.49,0.22,0.82,0.94,0.25,0.22,0.32
D4,20,42,79,0.38,0.31,0.3,0.83,0.54,0.29,0.15
D4,23,70,72,0.69,0.97,0.98,0.68,0.08,0.38,0.35
D8,3,118,80,0.82,0.85,0.7,0.91,0.53,0.92,0.39
D8,11,88,70,0.54,0.88,0.17,0.14,0.3,0.37,0.26
D2,22,91,40,0.03,0.46,0.48,0.18,0.38,0.52,0.49
D2,21,99,117,0.62,0.62,0.47,0.25,0.79,0.16,0.24
D3,20,104,81,0.06,0.38,0.49,0.24,0.66,0.74,0.32
D12,19,152,98,0.62,0.08,0.54,0.31,0.45,0.56,0.38
D12,14,57,76,0.69,0.4,0.03,0.58,0.58,0.44,0.14
D3,22,91,36,0.2,0.59,0.69,0.03,0.77,0.95,0.57
D1,15,85,123,0.82,0.29,0.49,0.38,0.75,0.89,0.21
D3,4,96,91,0.91,0.85,0.79,0.25,0.19,0.66,0.33
D6,20,106,58,0.81,0.15,0.82,0.61,0.3,0.92,0.48
D8,14,57,113,0.31,0.37,0.23,0.99,0.35,0.56,0.13
D12,16,52,58,0.59,0.12,0.05,0.52,0.19,0.83,0.17
D10,17,243,64,0.91,0.4,0.7,0.43,0.01,0.41,0.81
D6,4,42,32,0.32,0.04,0.98,0.37,0.17,0.09,0.41
D5,12,112,74,0.82,0.27,0.45,0.78,0.81,0.99,0.35
D4,18,137,71,0.01,0.4,0.26,0.07,0.55,0.17,0.39
D3,12,48,31,0.0,0.48,0.16,0.96,0.34,0.25,0.3
D4,17,234,98,0.76,0.54,0.29,0.42,0.61,0.16,0.48
D7,13,69,94,0.76,0.27,0.33,0.31,0.74,0.34,0.19
D1,3,39,81,0.79,0.52,0.42,0.97,0.35,0.29,0.16
D7,3,104,66,0.93,0.51,0.66,0.94,0.47,0.6,0.4
D1,19,201,76,0.12,0.32,0.27,0.64,0.06,1.0,0.52
D2,19,176,108,0.23,0.83,0.05,0.02,0.6,0.05,0.3
D4,18,228,55,0.9,0.55,0.37,0.75,0.36,0.78,0.81
D1,12,79,74,0.18,0.33,0.86,0.34,0.43,0.13,0.35
D11,11,63,112,0.68,0.95,0.5,0.39,0.42,0.02,0.19
D12,6,37,94,0.53,0.85,0.96,0.16,0.63,0.64,0.25
D11,11,44,56,0.08,0.98,0.5,0.52,0.57,0.87,0.23
D11,20,26,73,0.29,0.69,0.28,0.74,0.42,0.18,0.11
D9,3,48,124,0.52,0.38,0.19,0.27,0.02,0.34,0.1
D12,1,63,65,0.85,0.28,0.69,0.94,0.62,0.17,0.3
D6,1,38,35,0.71,0.66,0.54,0.19,0.88,0.91,0.29
D1,4,44,60,0.62,0.98,0.6,0.07,0.77,0.27,0.24
D1,22,28,113,0.5,0.63,0.76,0.64,0.98,0.44,0.18
D6,9,203,86,0.3,0.88,0.73,0.85,0.14,0.89,0.56
D4,9,156,62,0.12,0.33,0.04,0.95,0.22,0.55,0.46
D4,8,170,51,0.41,0.41,0.8,0.77,0.54,0.93,0.74
D11,12,104,126,0.03,0.91,0.53,0.2,0.24,0.93,0.25
D6,6,43,73,0.21,0.76,0.39,0.98,0.03,0.46,0.18
D12,4,117,89,0.43,0.98,0.54,0.92,0.4,0.58,0.34
D11,9,138,51,0.42,0.77,0.61,0.16,0.29,0.23,0.59
D7,9,248,105,0.04,0.45,0.15,0.56,0.26,0.99,0.45
D9,5,49,51,0.59,0.53,0.42,0.56,0.95,0.28,0.25
D10,18,239,60,0.55,0.9,0.34,0.44,0.24,0.78,0.78
D5,20,100,129,0.08,0.55,0.35,0.98,0.13,0.31,0.2
D9,7,142,56,0.94,0.26,0.09,0.06,0.13,0.31,0.47
D4,0,35,126,0.1,0.44,0.16,0.63,0.81,0.1,0.08
D10,16,64,94,0.85,0.52,0.16,0.21,0.71,0.56,0.15
D2,6,30,99,0.0,0.1,0.37,0.53,0.13,0.24,0.12
D3,13,39,128,0.88,0.74,0.89,0.78,0.22,0.15,0.22
D11,20,82,119,0.02,0.11,0.21,0.25,0.75,0.23,0.16
D1,20,31,91,0.76,0.4,0.42,0.39,0.27,0.25,0.14
D6,16,113,121,0.36,0.8,0.31,0.95,0.98,0.5,0.23
D6,8,220,91,0.74,0.47,0.79,0.76,0.54,0.39,0.58
D1,16,102,98,0.4,0.84,0.05,0.57,0.19,0.08,0.2
D11,4,77,34,0.07,0.34,0.2,0.22,0.86,0.54,0.44
D3,19,234,76,0.77,0.96,0.21,0.43,0.32,0.79,0.59
D5,7,157,75,0.07,0.21,0.99,0.77,0.29,0.57,0.56
D3,5,110,78,0.92,0.04,0.57,0.82,0.33,0.97,0.36
D10,10,40,30,0.05,0.87,0.14,0.24,0.77,0.1,0.26
D3,18,247,77,0.48,0.75,0.27,0.66,0.17,0.82,0.63
D10,3,77,108,0.72,0.23,0.17,0.1,0.38,0.51,0.16
D3,17,184,66,0.39,0.98,0.12,0.02,0.03,0.52,0.52
D5,0,45,113,0.22,0.5,0.8,0.55,0.83,0.52,0.22
D5,12,44,106,0.76,0.95,0.5,0.22,0.34,0.33,0.17
